"SITEID","SITENAME","SITEDESCRI","SITETYPE","SITESTATUS","POSTCODE","DIRECTIONS","W3W","X","Y","CATEGORY"
"18007","WEYMOUTH","GROVE AVENUE (2)","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","heeding.rehearsed.warnings","367900","80900","Waste"
"18008","WEYMOUTH","KING STREET ROUNDABOUT","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","coins.warns.actors","367900","79500","Waste"
"18009","WEYMOUTH","OSPREY ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","fans.paused.drip","366800","76400","Waste"
"18010","PORTLAND","PORTLAND PLANT YARD","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","conducted.realm.stages","368200","73900","Waste"
"18012","CHRISTCHURCH","PRIVATE RARDE OIL INTERCEPTOR","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH23 2BN","NOTE THIS IS A PRIVATE SITE. LOCATED JUST PAST 8 BAILEY DRIVE CHRISTCHURCH. APPROX 40M FROM RIVER.","precautions.pages.debate","414698","93133","Waste"
"18013","BOURNEMOUTH","REDHILL","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","","408340","95223","Waste"
"18015","BOURNEMOUTH","COOPER DEAN DETENTION TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH7 7DA","LOCATED OFF A338 WESSEX WAY, SOUTHBOUND, NEAR CHASE MANHATTEN BANK ACCESS.","chef.mull.labels","412021","94044","Waste"
"18016","WIMBORNE","SHEPPARDS FIELD INTERCEPTOR","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH21 1PX","O/S 35/36 SHEPPARDS FIELD","clown.lordship.trend","400872","100597","Waste"
"18017","CHRISTCHURCH","STEAMER POINT INTERCEPTOR","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH23 4EU","LOCATED APPROX 20M FROM JUNC SEAWAY AVE/ PENNY WAY","cigar.hangs.privately","419401","92808","Waste"
"18018","BOURNEMOUTH","TOWNSEND INTERCEPTOR","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 0EF","","overture.weedy.ranted","412315","95280","Waste"
"18019","BRIDGWATER","WILLS ROAD INTERCEPTOR","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","TA6 6UQ","LOCATED OPP 6 EVESHAM DRIVE","nation.common.sheets","330058","135389","Waste"
"18021","BOURNEMOUTH","ALUMHURST ROAD TANK 1 BETWEEN NO 52 AND WARREN ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH4 8EU","","direct.feel.gates","406783","90967","Waste"
"18022","BOURNEMOUTH","ALUMHURST ROAD TANK 2 BETWEEN MOUNTBATTEN AND EARL ROADS","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH4 8HR","","brand.slimy.strong","406962","90397","Waste"
"18023","BOSCOMBE","ASHLEY ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH1 4LH","LOCATED ON ASHLEY ROAD BOSCOMBE, BOURNEMOUTH, BETWEEN GLADSTONE ROAD AND HAVILAND ROAD","issue.grand.settle","411540","92089","Waste"
"18024","BOURNEMOUTH","BORTHWICK ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH1 4ER","TANK LOCATED AT S.E. CORNER OF PLAYING FIELD","narrow.claim.engine","411085","92181","Waste"
"18025","BOURNEMOUTH","BEMISTER ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH9 1LG","BEMINSTER ROAD ADJACENT TO LUTHER ROAD, WINTON","hurry.double.vibrates","409024","93848","Waste"
"18026","SOUTHBOURNE","BEAUFORT SCHOOL TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH6 5LB","BETWEEN IFORD LANE AND CRANLEIGH ROAD NEAR ROOKERY WOODS.","ranges.acid.navy","414107","92905","Waste"
"18027","BOURNEMOUTH","BELMONT AVENUE TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 0AN","TANK LOCATED BETWEEN CASTLE LANE AND FERRIS AVENUE","awards.slate.update","410421","94836","Waste"
"18028","BRISTOL","BELOE ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS7 8RB","","caller.gravy.garage","359012","176136","Waste"
"18029","BOURNEMOUTH","BENNETT ROAD TANK 1","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 8RJ","LOCATED BETWEEN CAPSTONE ROAD AND SHAFTESBURY ROAD","quiz.given.gossip","410179","92807","Waste"
"18030","BOURNEMOUTH","BENNETT ROAD TANK 2","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 8RL","LOCATED BETWEEN CAPSTONE ROAD AND SHAFTESBURY ROAD.","noting.slams.enhancement","410246","92884","Waste"
"18031","WELLINGTON","BIRCH ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","TA21 8NT","MH FOR TANK IS LOCATED BEHIND THE SPORTS CENTRE FOR WELLING TON SCHOOL. CONTACT NUMBER 01823 668800.","tailors.star.named","314188","120519","Waste"
"18032","BOURNEMOUTH","BRADPOLE ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 9NX","LOCATED BETWEEN NOS 7 AND 35 BRADPOLE ROAD","adjust.sharp.calms","411182","94517","Waste"
"18033","PORTESHAM","BRIDGE HOUSE","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","","466114","101317","Waste"
"18035","BRISTOL","BROADWALK 2","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS4 2RE","","final.when.flows","360373","170565","Waste"
"18036","BOURNEMOUTH","BROADWAY PARK TANK BOURNEMOUTH","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 0AA","LOCATED IN THE SOUTHERN ELECTRICITY SPORTS CLUB CAR PARK.","windy.needed.error","410179","95079","Waste"
"18037","HALSTOCK","CALA HOMES","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","","353815","108092","Waste"
"18038","BOURNEMOUTH","CASTLE GATE CLOSE TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 9UH","","launch.artist.translated","410451","94716","Waste"
"18039","BRISTOL","CHAPLIN ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS5 0JZ","","fall.stores.dream","360715","174084","Waste"
"18040","BOURNEMOUTH","CHARMINSTER ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 9RF","TANK LOCATED BETWEEN WEST WAY AND MALVERN ROAD","dunes.loft.comic","409926","94431","Waste"
"18043","CHICKERELL","CHICKERELL DOWNS","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","bluff.earful.uplifting","363900","80700","Waste"
"18044","BOSCOMBE","CHRISTCHURCH ROAD ATT TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH1 4AN","O/S MARKS & SPENCERS IN PEDESTRIANISED AREA","just.trick.shave","411432","91898","Waste"
"18045","SOUTHBOURNE","CHRISTCHURCH ROAD ATTENUATION TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH7 6BD","BETWEEN SOUTHBOURNE ROAD AND DROXFORD AVENUE, IN DUAL CARRIAGEWAY SECTION.","looks.inches.length","412801","92591","Waste"
"18046","SALISBURY","CHURCHFIELDS IND ESTATE","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","","413289","129702","Waste"
"18047","SHERBORNE","COLDHARBOUR","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","hedgehog.flood.envelope","364300","117400","Waste"
"18048","BOURNEMOUTH","COURT ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH9 3DL","BETWEEN CHARMINSTER AVENUE AND BEATTY ROAD.","depend.again.soft","409638","94275","Waste"
"18049","POOLE","CRANBROOK ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH12 3BN","","rail.online.unity","403700","92300","Waste"
"18050","SHERBORNE","CULVERHAYES","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","","365731","109728","Waste"
"18051","POOLE","DOLBERY ROAD NORTH","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH12 4PU","","tunes.hook.autumn","404666","94644","Waste"
"18052","BOURNEMOUTH","EAST WAY TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 9PS","IN THE PLAYING FIELD ADJACENT TO EAST WAY/CASTLE LANE JUNCTION.","trail.asleep.worked","410612","94660","Waste"
"18053","BRISTOL","EFFINGHAM ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS6 5AX","","alarm.calms.shins","359224","175032","Waste"
"18054","BOURNEMOUTH","ELDON ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH9 2RT","AT THE JUNCTION WITH VICTORIA AVENUE, EXTENDING EASTWARD.","trial.smashes.rods","408238","94276","Waste"
"18055","BRISTOL","FALLODON WAY","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS9 4HR","","model.palm.trades","357663","176211","Waste"
"18058","RINGWOOD","FOREST LAKE INTERCEPTOR","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH24 1QX","LOCATED NR 16 ASHLEY CLOSE RINGWOOD.","mainframe.ringside.importing","416625","104678","Waste"
"18059","BRISTOL","GRACE PARK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS4 5HT","","waddle.mixed.nature","361992","170053","Waste"
"18061","DORCHESTER","GROVE TRADING ESTATE","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","DT1 1ST","","traded.crouch.acids","368500","90900","Waste"
"18062","BOURNEMOUTH","GROVENOR ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH4 8BQ","LOCATED AT JUNCTION WITH WEST CLIFF ROAD.","during.spark.pack","407077","90993","Waste"
"18063","BOURNEMOUTH","HANKINSON ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH9 1HJ","LOCATED BETWEEN BEMINSTER ROAD AND SOMERLEY ROAD.","excuse.jumpy.lazy","409069","93603","Waste"
"18064","BOURNEMOUTH","HAVERSTOCK ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH9 3HJ","LOCATED BETWEEN HUNTVALE AND CASTLE LANE WEST.","action.froth.shin","409703","95197","Waste"
"18065","RINGWOOD","HEADLANDS BUSINESS PARK INTERCEPTOR","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH24 3PB","LOCATED R/O UNIT 16 HEADLANDS BUSINESS PARK.","situated.defectors.scrolled","415212","106638","Waste"
"18066","BOURNEMOUTH","HERBERT ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH4 8HD","","little.torch.pile","406780","90762","Waste"
"18067","BOURNEMOUTH","HOLDENHURST ROAD LOWER TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 8AW","LOCATED OPPOSITE BR STATION","haven.probe.arrow","409801","91810","Waste"
"18068","BOURNEMOUTH","HOLDENHURST ROAD UPPER TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 8AS","LOCATED ADJACENT TO NORTHCOTE ROAD.","reveal.juices.snow","409887","91929","Waste"
"18069","BOURNEMOUTH","HOLDENHURST ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 8EB","LOCATED NORTH OF COTLANDS ROAD","hood.bronze.wakes","409701","91653","Waste"
"18070","BRISTOL","HOMELEAZE","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS10 6BZ","","basic.friday.medium","358640","179090","Waste"
"18071","POOLE","JUNCTION ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH16 5DD","","ladder.waving.love","398487","91594","Waste"
"18072","BOURNEMOUTH","KEEBLE ROAD LOWER TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH10 7HJ","","trendy.manliness.boss","407896","96842","Waste"
"18073","BOURNEMOUTH","KEEBLE ROAD UPPER TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH10 7HJ","","rinse.ever.pens","407874","96802","Waste"
"18075","BRISTOL","KNOLE LANE","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS10 6JW","","hoping.stale.giant","357999","179197","Waste"
"18076","WIVELISCOMBE","LION D'ANGERS TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","TA4 2PN","","microchip.paints.tent","308567","127884","Waste"
"18077","WEYMOUTH","LODGE WAY TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","DT4 9UU","O/S 18 MARTLEAVES CLOSE WEYMOUTH","heat.wallet.snack","366523","77680","Waste"
"18078","BOURNEMOUTH","MALMESBURY PARK ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 8PS","LOCATED OUTSIDE 107 MALMESBURY PARK ROAD.","deeper.legal.poker","410070","92560","Waste"
"18079","BOURNEMOUTH","EVELYN ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH9 3BW","AT JUNCTION OF EVELYN ROAD AND MALVERN ROAD.","cross.blows.twins","409352","94683","Waste"
"18080","BOURNEMOUTH","MALVERN TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH9 3DE","PLAYGROUND AT JUNCTION OF ENFIELD ROAD, MALVERN ROAD AND MOORVALE ROAD.","gone.hands.than","409222","94715","Waste"
"18081","BOURNEMOUTH","MARLBOROUGH ROAD UPPER TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH4 8DG","LOCATED BETWEEN NO.S 14 (MONARCH COURT) AND 18 (BOSTON LODGE) MARLBOROUGH ROAD.","lights.bridge.merit","407372","91180","Waste"
"18082","BOURNEMOUTH","MARLBOROUGH ROAD LOWER TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH4 8DB","LOCATED ON MARBOROUGH ROAD BETWEEN CLARENDON ROAD AND PORTARLINGTON ROAD, WESTBOURNE.","labels.frosted.shapes","407647","91091","Waste"
"18083","BRISTOL","MARSH LANE","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS5 9SG","","squad.snail.number","361164","172717","Waste"
"18084","BOURNEMOUTH","MCKINLEY ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH4 8AG","LOCATED IN WEST OVERCLIFF DRIVE.","shock.keeps.libraries","407109","90726","Waste"
"18085","POOLE","MIDDLEBERE CRESCENT","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH16 5BG","","thick.mini.editor","398313","91683","Waste"
"18087","FORDINGBRIDGE","MULBERRY GARDENS INTERCEPTOR","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","SP6 1NR","PETROL INTERCEPTOR LOCATED O/S 4 DIAMOND CLOSE OFF MULBERRY GARDENS FORDINGBRIDGE","sofas.mistress.cobbled","414452","113960","Waste"
"18088","SHERBORNE","NEWLANDS","Sewage Interceptor / Detention Tank / Storm Tanks","Out of Service","","","bath.applies.breathing","364300","117000","Waste"
"18089","BOSCOMBE","NORTH ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH7 6ET","LOCATED AT COALYARD (PRIVATE LAND)","slide.resist.truck","411432","92295","Waste"
"18090","PEWSEY","BROOMCROFT ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","SN9 5AU","","tributes.behind.vowing","416455","160514","Waste"
"18091","SOUTHBOURNE","NORTHEY ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH6 5LR","LOCATED OFF SEAFIELD ROAD","panels.reach.unit","414240","92579","Waste"
"18092","BOURNEMOUTH","OLD CHRISTCHURCH ROAD SW TUNNEL","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH1 1LL","SURFACE WATER TUNNEL DISCHARGING INTO THE BOURNE STREAM AND RUNNING UP OLD CHRISTCHURCH ROAD TO HORSESHOE COMMON.","twist.hulk.rested","408831","91319","Waste"
"18094","BOURNEMOUTH","PORTARLINGTON ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH4 8BZ","LOCATED BETWEEN NO.24 AND 32 POTARLINGTON ROAD","driven.vast.herds","407262","91050","Waste"
"18095","BOURNEMOUTH","PORTLAND ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH9 ING","LOCATED AT JUNCTION WITH CHARMINSTER AVENUE, EXTENDING EASTWARD.","chairs.spices.rewarding","409674","93981","Waste"
"18097","WEYMOUTH","PRINCE OF WALES ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","DT4 0BY","","fried.libraries.pans","367259","78561","Waste"
"18098","BRISTOL","PRIORY GARDENS HORFIELD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS7 0XE","","drain.glitz.zooms","359536","177733","Waste"
"18100","WEYMOUTH","PURBECK CLOSE","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","DT4 9QU","","crisis.oddly.films","366859","78368","Waste"
"18101","BOURNEMOUTH","REDHILL DRIVE","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH10 6AW","","spaces.sleepy.hosts","408318","95202","Waste"
"18102","BOURNEMOUTH","RL STEVENSON AVENUE TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH4 8ED","","magic.books.advice","406900","91308","Waste"
"18103","HAZELBURY BRYAN","HEADLANDS","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","DT10 2BH","","smiled.tunes.dumpling","374600","109400","Waste"
"18104","STOKE BISHOP","SHAPLANDS","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BS9 1AY","","loose.spits.pies","356547","175906","Waste"
"18106","BRIDPORT","SOUTH HOLME","Sewage Pumping Station","In Use","DT6 3PL","FOLLOW THE POSTCODE TO SOUTH MILL LANE BRIDPORT. TURN INTO SOUTH MILL LANE, FROM SOUTH STREE DRIVE PAST THE COTTAGES, DO NOT GO TO THE LEFT, KEEP RIGHT. FOLLOW THE ROAD TO THE END, CROSS THE NARROW BRIDGE TO SOUTH HOLME, CHECK VEHICLE WIDTH. PS IS ON THE","september.secret.bulletins","346707","92368","Waste"
"18107","BOURNEMOUTH","ST MICHAELS ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH2 5DP","LOCATED AT THE JUNCTION OF COMMERCIAL ROAD TO 16 ST MICHAELS ROAD","active.basis.food","408198","91087","Waste"
"18108","HATCH BEAUCHAMP","STATION ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","TA3 6TG","LOCATED AT JUNC HOME ORCHARD AND STATION ROAD","trudges.listening.think","330523","120232","Waste"
"18109","SOUTHBOURNE","CRANLEIGH ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH6 5JG","LOCATED AT JUNCTION WITH STOURVALE ROAD","porch.usual.asks","413553","92825","Waste"
"18110","BATHPOOL","SWINGBRIDGE TANK 1","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","TA2 8TA","LOCATED O/S NO 5 ACACIA GARDENS","prettiest.canines.stared","325244","125935","Waste"
"18113","BOURNEMOUTH","TALBOT ROSLIN (SPLIT TANK)","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH3 7HZ","LOCATED OFF STIRLING ROAD ADJACENT TO TALBOT ROAD.","flame.remind.cases","408043","93481","Waste"
"18114","BOURNEMOUTH","THE AVENUE TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH9 2XF","LOCATED AT CORNER OF REDHILL CRESCENT AND WIMBORNE ROAD.","towers.palms.caged","408957","95131","Waste"
"18115","DEVIZES","THE TUNNEL","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","SN10 5ES","COME INTO CENTRAL DEVIZES FROM MELKSHAM. PASS MARKET PLACE, CONTINUE PAST COUNCIL BUILDINGS AND MUSEUM ON YOUR RIGHT. TAKE NEXT RIGHT, BEFORE ROUNDABOUT. TAKE FIRST RIGHT FROM THIS ROAD INTO A HOUSING ESTATE AND FOLLOW ROAD TO THE END DOWN A HILL. SITE I","carver.disgraced.skewing","400373","161162","Waste"
"18117","BOSCOMBE","VALE ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH1 3SU","LOCATED AT SOUTHCOTE ROAD DEPOT","fails.crush.post","410516","92039","Waste"
"18118","BOSCOMBE","VICTORIA GARDENS TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH1 4RS","LOCATED OFF CLEVELAND ROAD","police.defeat.gown","410529","92344","Waste"
"18119","BOSCOMBE","WESSEX WAY TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 8NF","CENTRAL RESERVATION BETWEEN ST PAU;S AND RICHMOND PARK ROAD INTERCHANGE.","wisdom.shady.meal","410208","92379","Waste"
"18120","DEVIZES","WICK LANE TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","SN10 5DW","","flattery.relieves.factories","400578","160550","Waste"
"18121","HATCH BEAUCHAMP","WILCOX FARM TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","TA3 6SQ","LOCATED AT JUNC OF STATION ROAD AND NIGHTINGALE ACRE","hills.twist.slung","330519","120297","Waste"
"18123","TAUNTON","WYNDHAM ROAD A TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","TA2 6DP","","legal.love.admit","322271","126432","Waste"
"18125","BEAMINSTER","YARN BARTON INTERCEPTOR","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","DT8 3EQ","","nylon.stamp.suspended","348132","101447","Waste"
"18132","NORTH CURRY","PORTMANS GREEN TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","TA3 6NQ","","woes.hides.dates","331828","124898","Waste"
"18140","BOURNEMOUTH","SANDBOURNE ROAD TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH4 8JH","","losses.having.jars","407094","90112","Waste"
"18557","BOURNEMOUTH","FIVE WAYS BY-PASS TANK","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BH8 9EA","ATTENUATION TUNNEL RUNS BETWEEN CHARMINSTER ROAD AND MAXWELL ROAD.","boxing.task.feed","409986","93400","Waste"
